ID,type,group_num,group_weight,target_type,initial_time,initial_num,activite_range,time_gap,level_range,target_range,robot_sleep_rule1,robot_sleep_rule2_time,robot_sleep_rule2_target
INT,INT,INT,INT,INT,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,STRING
#,机器人类型（1.普通；2.俱乐部）,机器人组号,机器人组内权重,目标类型（1.关卡;2.收集物）,首次开始行动条件（秒）,首次生成机器人时的初始积分,行动次数区间（左开右闭，最左侧从0开始，最右侧为无限大）,与行动次数区间对应的行动间隔（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）0到1 若有开始行动等待时间则按照开始等待时间来算,与行动次数区间对应的关卡步长（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）,单关产生的收集物范围,收集目标大于等于排名最高玩家该值时休眠,活动时间占比（机器人初始化到活动结束时时间占比）,时间分段对应的目标获取上限
1138,1,1013,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|4|3,"{14|16,0|0,14|16}"
1139,1,1013,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{14|16,15|17}"
1140,1,1013,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|4|4,"{10|12,10|12,0|0,10|12}"
1141,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|4|5,"{2|4,0|0,2|4,2|4}"
1142,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{4|6,4|6}"
1143,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4,"{2|4,2|4,2|4}"
1144,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|4,"{2|4,2|4,2|4}"
1145,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
1146,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|3,"{4|6,0|0,4|6}"
1147,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|5|4|3,"{2|4,0|0,2|4,0|0,2|4}"
1148,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
1149,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3,"{4|6,4|6}"
1150,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|3|4,"{2|4,2|4,0|0,2|4}"
1151,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|4,"{4|6,0|0,4|6}"
1152,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|3,"{2|4,2|4,2|4}"
1153,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|4|3|4,"{2|4,0|0,2|4,0|0,2|4}"
1154,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|3,"{2|4,2|4,2|4}"
1155,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|3|4,"{2|4,2|4,0|0,2|4}"
1156,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|4|4,"{2|4,0|0,2|4,2|4}"
1157,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5|3|5,"{2|4,0|0,2|4,0|0,2|4}"
1158,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|3,"{4|6,0|0,4|6}"
1159,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|4,"{4|6,0|0,4|6}"
1160,1,1014,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|5,"{4|6,0|0,4|6}"
1161,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|3,"{20|22,21|23,0|0,22|24}"
1162,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3,"{33|35,34|36}"
1163,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|5,"{21|23,0|0,20|22,21|23}"
1164,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3|4|3,"{17|19,0|0,16|18,16|18,17|19}"
1165,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|5|5|3,"{16|18,0|0,16|18,0|0,15|17,17|19}"
1166,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3,"{21|23,21|23,22|24}"
1167,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|5,"{21|23,21|23,0|0,20|22}"
1168,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5|5,"{21|23,0|0,20|22,21|23}"
1169,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5,"{21|23,20|22,22|24}"
1170,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4,"{31|33,0|0,34|36}"
1171,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|4|3,"{21|23,0|0,21|23,0|0,22|24}"
1172,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|5|5,"{12|14,13|15,12|14,13|15,13|15}"
1173,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|4|4|4,"{15|17,15|17,0|0,16|18,17|19}"
1174,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|3|3|3|3|3|3,"{11|13,0|0,10|12,10|12,11|13,10|12,0|0,11|13}"
1175,1,1021,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|3|5,"{15|17,0|0,17|19,16|18,16|18}"
1176,1,1021,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3,"{22|24,20|22,22|24}"
1177,1,1021,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|5|3|3,"{12|14,13|15,12|14,12|14,12|14}"
1178,1,1021,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5|5|3,"{15|17,15|17,0|0,17|19,16|18}"
1179,1,1021,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|5|5,"{20|22,0|0,22|24,0|0,21|23}"
1180,1,1021,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|5|3|3|3|5|4|4,"{11|13,0|0,11|13,11|13,10|12,0|0,10|12,0|0,10|12}"
1181,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|4|5,"{9|11,8|10,9|11,0|0,9|11}"
1182,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|4,"{12|14,0|0,11|13,11|13}"
1183,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|4|3,"{11|13,0|0,11|13,11|13}"
1184,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5,"{19|21,17|19}"
1185,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|3|5,"{8|10,8|10,9|11,0|0,9|11}"
1186,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|5,"{11|13,0|0,12|14,11|13}"
1187,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|5|5,"{8|10,0|0,9|11,9|11,9|11}"
1188,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|5|4|5,"{9|11,8|10,0|0,9|11,0|0,8|10}"
1189,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3,"{19|21,0|0,19|21}"
1190,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3,"{11|13,11|13,12|14}"
1191,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|5|4|5,"{9|11,0|0,8|10,0|0,9|11,9|11}"
1192,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|3|5,"{11|13,0|0,12|14,0|0,12|14}"
1193,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|3|5|5,"{8|10,8|10,9|11,0|0,9|11}"
1194,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4|3,"{11|13,11|13,0|0,11|13}"
1195,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|4|3|3|4,"{8|10,9|11,0|0,9|11,0|0,8|10}"
1196,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3,"{17|19,0|0,17|19}"
1197,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|5|3|5|4,"{8|10,0|0,8|10,0|0,9|11,9|11}"
1198,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|5,"{12|14,11|13,0|0,11|13}"
1199,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3|4|5,"{9|11,0|0,8|10,8|10,9|11}"
1200,1,1022,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|4|3|3,"{9|11,0|0,8|10,0|0,8|10,8|10}"
1201,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|4|4|4|4,"{7|9,0|0,7|9,0|0,6|8}"
1202,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|3|3,"{7|9,0|0,7|9,6|8}"
1203,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4,"{11|13,10|12}"
1204,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{11|13,11|13}"
1205,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|5,"{11|13,0|0,11|13}"
1206,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|5,"{11|13,11|13}"
1207,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|4|5,"{11|13,0|0,11|13}"
1208,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|3,"{11|13,11|13}"
1209,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|3|4|3,"{7|9,6|8,0|0,7|9}"
1210,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|3|5|3,"{6|8,7|9,0|0,6|8}"
1211,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|5|5,"{10|12,0|0,10|12}"
1212,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|5|3|5|5,"{6|8,0|0,7|9,0|0,7|9}"
1213,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|3,"{6|8,6|8,0|0,7|9}"
1214,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|5|4,"{10|12,0|0,10|12}"
1215,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|5|4,"{7|9,6|8,7|9}"
1216,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{11|13,10|12}"
1217,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|5|4,"{11|13,0|0,10|12}"
1218,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|5|4,"{10|12,0|0,11|13}"
1219,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|4|5,"{11|13,0|0,10|12}"
1220,1,1023,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|4,"{11|13,10|12}"
1221,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5|4,"{2|4,0|0,2|4,2|4}"
1222,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{4|6,4|6}"
1223,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5,"{4|6,0|0,4|6}"
1224,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|3,"{2|4,2|4,2|4}"
1225,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|3,"{4|6,0|0,4|6}"
1226,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|5|4|5,"{2|4,0|0,2|4,0|0,2|4}"
1227,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5,"{2|4,2|4,2|4}"
1228,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|5|3|4,"{2|4,0|0,2|4,0|0,2|4}"
1229,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|4,"{4|6,0|0,4|6}"
1230,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5|3|3,"{2|4,0|0,2|4,0|0,2|4}"
1231,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|3,"{4|6,0|0,4|6}"
1232,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4,"{4|6,4|6}"
1233,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
1234,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|5,"{2|4,2|4,2|4}"
1235,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
1236,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|4|5,"{2|4,2|4,0|0,2|4}"
1237,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|4,"{4|6,0|0,4|6}"
1238,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5|5|5,"{2|4,0|0,2|4,0|0,2|4}"
1239,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4,"{2|4,2|4,2|4}"
1240,1,1024,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|4|4,"{2|4,2|4,0|0,2|4}"
1241,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3,"{32|34,32|34}"
1242,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|4|3,"{21|23,0|0,20|22,20|22}"
1243,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|5|5|3|4,"{17|19,16|18,0|0,15|17,0|0,16|18}"
1244,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|3,"{34|36,0|0,34|36}"
1245,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|3,"{20|22,20|22,22|24}"
1246,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3|3,"{20|22,20|22,0|0,22|24}"
1247,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|5|5|5|4|3,"{11|13,0|0,11|13,10|12,10|12,11|13,11|13}"
1248,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|5|3|4|3|3,"{10|12,10|12,11|13,11|13,11|13,0|0,10|12}"
1249,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|3|4|4|3|5,"{12|14,0|0,12|14,13|15,0|0,13|15,13|15}"
1250,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|3|4|5,"{21|23,0|0,21|23,0|0,21|23}"
1251,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|5|5,"{22|24,0|0,21|23,21|23}"
1252,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|4,"{31|33,0|0,34|36}"
1253,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|4|3|3|5,"{15|17,0|0,16|18,0|0,15|17,17|19}"
1254,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|5|3|5,"{15|17,15|17,17|19,0|0,16|18}"
1255,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|5|3|3|3,"{17|19,0|0,17|19,15|17,0|0,16|18}"
1256,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|4|5|4,"{20|22,0|0,22|24,0|0,22|24}"
1257,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|4|3|5|3|3,"{10|12,11|13,0|0,10|12,10|12,10|12,11|13}"
1258,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4,"{31|33,34|36}"
1259,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3|4|4,"{15|17,15|17,17|19,0|0,16|18}"
1260,1,1031,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|5|4|5|5,"{15|17,0|0,16|18,15|17,0|0,15|17}"
1261,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|3,"{17|19,0|0,19|21}"
1262,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|3,"{17|19,0|0,17|19}"
1263,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|4|4|4|5|4,"{8|10,0|0,8|10,0|0,9|11,0|0,8|10}"
1264,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|3|3,"{12|14,0|0,11|13,11|13}"
1265,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|3|5|4|3,"{8|10,0|0,8|10,8|10,0|0,8|10}"
1266,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|5|4|5,"{12|14,0|0,11|13,12|14}"
1267,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|5|5|4|4|3|5,"{8|10,0|0,8|10,0|0,8|10,0|0,9|11}"
1268,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|3|3|4,"{12|14,0|0,11|13,0|0,12|14}"
1269,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|5|4|5|4,"{8|10,8|10,0|0,9|11,0|0,9|11}"
1270,1,1032,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|3|5,"{12|14,12|14,0|0,11|13}"
1271,1,1032,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|5|4|3,"{12|14,0|0,11|13,0|0,12|14}"
1272,1,1032,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|4,"{12|14,11|13,12|14}"
1273,1,1032,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3|5|3|4,"{8|10,0|0,9|11,0|0,8|10,9|11}"
1274,1,1032,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|5|3|5|4,"{8|10,9|11,0|0,9|11,0|0,9|11}"
1275,1,1032,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|5|5|5,"{12|14,0|0,12|14,0|0,11|13}"
1276,1,1032,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3,"{19|21,0|0,17|19}"
1277,1,1032,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|5|4|3,"{8|10,9|11,9|11,0|0,9|11}"
1278,1,1032,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3|3,"{11|13,0|0,11|13,11|13}"
1279,1,1032,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|3|4|4,"{12|14,0|0,12|14,0|0,12|14}"
1280,1,1032,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|5|5,"{11|13,11|13,0|0,11|13}"
1281,1,1033,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|3|5,"{7|9,0|0,6|8,6|8}"
